source,target
Setting_Type,Direct_Rephrasing
Command_Tone,Background_Task
Template_Length,Viewpoint_Hijacking
Answer_Guidance,Answer_Harmfulness
Language_Type,Character_Disorder
Command_Tone,Direct_Rephrasing
Answer_Neutral,Template_Length
Scenario_Setting,Knowledge_Hijacking
Lexical_Richness,Encrypted_Conversation
Direct_Rephrasing,Negative_Character
Incorrect_Knowledge,Character_Setting
Command_Tone,Scenario_Setting
Scenario_Setting,Extended_Context
Answer_Refusal,Direct_Rephrasing
Language_Type,Setting_Type
Number_of_Task_Steps,Irrelevant_Encryption
Num_Languages,Literary_Creation
Language_Type,Extended_Context
Code_Operation,Character_Disorder
Number_of_Background_Info,Negative_Character
Character_Setting,Background_Task
Answer_Guidance,Encryption_Type
Extended_Context,Encryption_Type
Number_of_Background_Info,Irrelevant_Encryption
Character_Setting,Direct_Rephrasing
Knowledge_Hijacking,Background_Task
Encryption_Type,Hijacking_Type
Task_Difficulty,Arrangement_Operation
Num_Languages,Specific_Opening
Knowledge_Hijacking,Direct_Rephrasing
Answer_Refusal,Scenario_Setting
Answer_Harmfulness,Command_Tone
Answer_Guidance,Contains_Opinions
Background_Task,Encryption_Type
Task_Difficulty,Specific_Opening
Hijacking_Type,Separator
Answer_Warning,Hijacking_Type
Code_Operation,Setting_Type
Contains_Questions,Background_Task
Negative_Character,Literary_Creation
Character_Setting,Scenario_Setting
Contains_Questions,Direct_Rephrasing
Request_Tone,False_Timeline
Answer_Warning,Number_of_Task_Steps
Code_Operation,Extended_Context
Knowledge_Hijacking,Scenario_Setting
Specific_Opening,Knowledge_Hijacking
Viewpoint_Hijacking,Character_Setting
Answer_Refusal,Answer_Harmfulness
Character_Encryption,Incorrect_Knowledge
Contains_Questions,Scenario_Setting
Language_Type,False_Timeline
Irrelevant_Encryption,Incorrect_Knowledge
Setting_Type,Encryption_Type
Viewpoint_Hijacking,Code_Operation
Command_Tone,Encryption_Type
Template_Length,Literary_Creation
Scenario_Setting,Direct_Rephrasing
Incorrect_Knowledge,Hijacking_Type
Positive_Character,Viewpoint_Hijacking
Literary_Creation,Character_Encryption
Opposite_Response,Negative_Character
Task_Difficulty,Opposite_Response
Answer_Guidance,Task_Difficulty
Answer_Refusal,Encryption_Type
Operational_Encryption,Character_Setting
Answer_Neutral,Positive_Character
Extended_Context,Positive_Character
Chinese_Limited,Incorrect_Knowledge
Lexical_Richness,False_Timeline
Separator,Negative_Character
Answer_Refusal,Contains_Opinions
Encrypted_Conversation,Specific_Opening
Character_Setting,Encryption_Type
Knowledge_Hijacking,Encryption_Type
Code_Operation,Background_Task
Literary_Creation,Separator
Encryption_Type,Knowledge_Hijacking
Answer_Warning,Character_Disorder
Number_of_Task_Steps,Character_Encryption
Contains_Questions,Encryption_Type
Viewpoint_Hijacking,Hijacking_Type
Num_Languages,Irrelevant_Encryption
Answer_Guidance,Viewpoint_Hijacking
Answer_Guidance,Chinese_Limited
Command_Tone,Positive_Character
Specific_Opening,Direct_Rephrasing
Answer_Warning,Setting_Type
Extended_Context,Viewpoint_Hijacking
Answer_Warning,Answer_Refusal
Answer_Warning,Extended_Context
Task_Difficulty,Irrelevant_Encryption
Request_Tone,Chinese_Limited
Background_Task,Viewpoint_Hijacking
Background_Task,Chinese_Limited
Scenario_Setting,Encryption_Type
Specific_Opening,Scenario_Setting
Number_of_Task_Steps,Separator
Answer_Refusal,Positive_Character
Answer_Harmfulness,Code_Operation
Operational_Encryption,Hijacking_Type
Request_Tone,Incorrect_Knowledge
Answer_Refusal,Task_Difficulty
Positive_Character,Literary_Creation
Irrelevant_Encryption,Language_Type
Incorrect_Knowledge,Knowledge_Hijacking
False_Timeline,Viewpoint_Hijacking
False_Timeline,Chinese_Limited
Number_of_Background_Info,Separator
Knowledge_Hijacking,Positive_Character
Language_Type,Incorrect_Knowledge
Incorrect_Knowledge,Extended_Context
Setting_Type,Viewpoint_Hijacking
Template_Length,Negative_Character
Contains_Questions,Positive_Character
Arrangement_Operation,Encrypted_Conversation
Encryption_Type,Background_Task
Chinese_Limited,Language_Type
Hijacking_Type,Encrypted_Conversation
Direct_Rephrasing,Code_Operation
Encryption_Type,Direct_Rephrasing
Lexical_Richness,Chinese_Limited
Contains_Opinions,Character_Disorder
Answer_Refusal,Viewpoint_Hijacking
Task_Difficulty,Character_Setting
Lexical_Richness,Incorrect_Knowledge
Encrypted_Conversation,Irrelevant_Encryption
Encryption_Type,Scenario_Setting
Specific_Opening,Encryption_Type
Answer_Guidance,Literary_Creation
Answer_Neutral,Literary_Creation
Arrangement_Operation,Character_Disorder
Viewpoint_Hijacking,Setting_Type
Scenario_Setting,Positive_Character
Character_Setting,Viewpoint_Hijacking
Extended_Context,Literary_Creation
Contains_Opinions,Setting_Type
Knowledge_Hijacking,Viewpoint_Hijacking
Answer_Neutral,Specific_Opening
Viewpoint_Hijacking,Extended_Context
Answer_Harmfulness,Number_of_Task_Steps
Operational_Encryption,Character_Disorder
Background_Task,Literary_Creation
Incorrect_Knowledge,Background_Task
Num_Languages,Character_Encryption
Character_Encryption,Arrangement_Operation
Irrelevant_Encryption,Arrangement_Operation
Incorrect_Knowledge,Direct_Rephrasing
Operational_Encryption,Setting_Type
Task_Difficulty,Character_Encryption
Operational_Encryption,Extended_Context
Request_Tone,Language_Type
Incorrect_Knowledge,Scenario_Setting
Command_Tone,Literary_Creation
Literary_Creation,Encrypted_Conversation
Positive_Character,Negative_Character
Num_Languages,Separator
Command_Tone,Specific_Opening
Chinese_Limited,Arrangement_Operation
Contains_Opinions,False_Timeline
Opposite_Response,Code_Operation
Answer_Guidance,Number_of_Background_Info
Specific_Opening,Positive_Character
Answer_Refusal,Literary_Creation
Task_Difficulty,Separator
Viewpoint_Hijacking,Background_Task
Answer_Harmfulness,Character_Disorder
Separator,Code_Operation
Arrangement_Operation,False_Timeline
Character_Disorder,Arrangement_Operation
Answer_Guidance,Num_Languages
Character_Encryption,Opposite_Response
Irrelevant_Encryption,Opposite_Response
Character_Disorder,Specific_Opening
Character_Setting,Literary_Creation
Knowledge_Hijacking,Literary_Creation
Number_of_Task_Steps,Encrypted_Conversation
Viewpoint_Hijacking,Scenario_Setting
Lexical_Richness,Language_Type
Answer_Harmfulness,Setting_Type
Answer_Warning,Request_Tone
Encrypted_Conversation,Character_Encryption
Number_of_Background_Info,Encrypted_Conversation
Contains_Questions,Literary_Creation
Incorrect_Knowledge,Encryption_Type
Direct_Rephrasing,Character_Disorder
Answer_Guidance,Negative_Character
Specific_Opening,Viewpoint_Hijacking
Contains_Questions,Specific_Opening
Character_Encryption,Operational_Encryption
Chinese_Limited,Opposite_Response
Irrelevant_Encryption,Operational_Encryption
Extended_Context,Negative_Character
Answer_Neutral,Irrelevant_Encryption
Encryption_Type,Positive_Character
Request_Tone,Arrangement_Operation
Background_Task,Negative_Character
Direct_Rephrasing,Setting_Type
Answer_Refusal,Number_of_Background_Info
Character_Disorder,Opposite_Response
Encrypted_Conversation,Separator
False_Timeline,Negative_Character
Scenario_Setting,Specific_Opening
Language_Type,Arrangement_Operation
Answer_Refusal,Num_Languages
Chinese_Limited,Operational_Encryption
Answer_Harmfulness,False_Timeline
Task_Difficulty,Knowledge_Hijacking
Direct_Rephrasing,Language_Type
Language_Type,Specific_Opening
Setting_Type,Irrelevant_Encryption
Command_Tone,Irrelevant_Encryption
Contains_Opinions,Incorrect_Knowledge
Incorrect_Knowledge,Positive_Character
Lexical_Richness,Arrangement_Operation
Arrangement_Operation,Chinese_Limited
Answer_Refusal,Negative_Character
Hijacking_Type,Chinese_Limited
Request_Tone,Opposite_Response
Direct_Rephrasing,False_Timeline
Code_Operation,Specific_Opening
Arrangement_Operation,Incorrect_Knowledge
Opposite_Response,Character_Disorder
Specific_Opening,Literary_Creation
Answer_Neutral,Contains_Questions
Language_Type,Opposite_Response
Character_Setting,Irrelevant_Encryption
Separator,Character_Disorder
Knowledge_Hijacking,Irrelevant_Encryption
Character_Encryption,Character_Setting
Number_of_Background_Info,False_Timeline
Irrelevant_Encryption,Character_Setting
Num_Languages,Encrypted_Conversation
Request_Tone,Operational_Encryption
Opposite_Response,Setting_Type
Contains_Questions,Irrelevant_Encryption
Character_Encryption,Code_Operation
Viewpoint_Hijacking,Positive_Character
Answer_Neutral,Character_Encryption
Separator,Setting_Type
Task_Difficulty,Background_Task
Lexical_Richness,Opposite_Response
Language_Type,Operational_Encryption
Task_Difficulty,Direct_Rephrasing
Chinese_Limited,Character_Setting
Scenario_Setting,Irrelevant_Encryption
Task_Difficulty,Scenario_Setting
Chinese_Limited,Code_Operation
Literary_Creation,Chinese_Limited
Encryption_Type,Literary_Creation
Character_Disorder,Character_Setting
Answer_Neutral,Separator
Answer_Harmfulness,Incorrect_Knowledge
Lexical_Richness,Operational_Encryption
Encryption_Type,Specific_Opening
Negative_Character,Character_Disorder
Template_Length,Encrypted_Conversation
Opposite_Response,False_Timeline
Answer_Warning,Arrangement_Operation
Setting_Type,Character_Encryption
Contains_Opinions,Language_Type
Command_Tone,Character_Encryption
Answer_Warning,Specific_Opening
Answer_Harmfulness,Request_Tone
Separator,False_Timeline
Character_Encryption,Hijacking_Type
Irrelevant_Encryption,Hijacking_Type
Code_Operation,Irrelevant_Encryption
Arrangement_Operation,Language_Type
Number_of_Task_Steps,Viewpoint_Hijacking
Number_of_Task_Steps,Chinese_Limited
Direct_Rephrasing,Incorrect_Knowledge
Encrypted_Conversation,Direct_Rephrasing
Setting_Type,Separator
Character_Disorder,Character_Encryption
Incorrect_Knowledge,Literary_Creation
Specific_Opening,Negative_Character
Number_of_Background_Info,Chinese_Limited
Command_Tone,Separator
Task_Difficulty,Encryption_Type
Request_Tone,Character_Setting
Chinese_Limited,Hijacking_Type
Incorrect_Knowledge,Specific_Opening
Knowledge_Hijacking,Character_Encryption
Request_Tone,Code_Operation
Number_of_Background_Info,Incorrect_Knowledge
Answer_Warning,Opposite_Response
Language_Type,Character_Setting
Answer_Harmfulness,Answer_Neutral
Contains_Questions,Character_Encryption
False_Timeline,Code_Operation
Negative_Character,False_Timeline
Character_Setting,Separator
Knowledge_Hijacking,Separator
Contains_Opinions,Arrangement_Operation
Positive_Character,Encrypted_Conversation
Lexical_Richness,Character_Setting
Scenario_Setting,Character_Encryption
Contains_Questions,Separator
Answer_Harmfulness,Language_Type
Template_Length,False_Timeline
Irrelevant_Encryption,Knowledge_Hijacking
Lexical_Richness,Code_Operation
Character_Encryption,Setting_Type
Answer_Guidance,Number_of_Task_Steps
Task_Difficulty,Positive_Character
Encrypted_Conversation,Encryption_Type
Request_Tone,Hijacking_Type
Character_Encryption,Extended_Context
Opposite_Response,Incorrect_Knowledge
Chinese_Limited,Character_Disorder
Answer_Warning,Irrelevant_Encryption
Answer_Neutral,Lexical_Richness
Scenario_Setting,Separator
Operational_Encryption,Specific_Opening
Separator,Incorrect_Knowledge
Answer_Neutral,Encryption_Type
Language_Type,Hijacking_Type
Code_Operation,Character_Encryption
Chinese_Limited,Setting_Type
